year,age,sex,people
2033,24,1,102
2033,25,1,104
2033,26,1,107
2033,27,1,108
2033,28,1,108
2033,29,1,114
2033,30,1,118
2033,31,1,128
2033,32,1,132
2033,33,1,158
2033,34,1,146
2033,35,1,137
2033,36,1,165
2033,37,1,165
2033,38,1,165
2033,39,1,164
2033,40,1,165
2033,41,1,162
2033,42,1,161
2033,43,1,169
2033,44,1,155
2033,45,1,169
2033,46,1,152
2033,47,1,147
2033,48,1,163
2033,49,1,175
2033,50,1,179
2033,51,1,188
2033,52,1,192
2033,53,1,188
2033,54,1,192
2033,55,1,186
2033,56,1,175
2033,57,1,190
2033,58,1,163
2033,59,1,159
2033,60,1,159
2033,61,1,157
2033,62,1,161
2033,63,1,165
2033,64,1,164
2033,65,1,163
2033,66,1,154
2033,67,1,163
2033,68,1,159
2033,69,1,160
2033,70,1,159
2033,71,1,154
2033,72,1,149
2033,73,1,144
2033,74,1,138
2033,75,1,130
2033,76,1,119
2033,77,1,118
2033,78,1,111
2033,79,1,100
2033,80,1,91
2033,81,1,85
2033,82,1,80
2033,83,1,64
2033,84,1,55
2033,85,1,45
2033,86,1,36
2033,87,1,26
2033,88,1,21
2033,89,1,22
2033,90,1,19
2033,91,1,16
2033,92,1,14
2033,93,1,11
2033,94,1,9
2033,95,1,6
2033,96,1,5
2033,97,1,4
2033,98,1,3
2033,99,1,2
2033,100,1,9
2033,0,2,76
2033,1,2,83
2033,2,2,86
2033,3,2,87
2033,4,2,89
2033,5,2,90
2033,6,2,91
2033,7,2,91
2033,8,2,91
2033,9,2,91
2033,10,2,92
2033,11,2,92
2033,12,2,92
2033,13,2,91
2033,14,2,92
2033,15,2,92
2033,16,2,92
2033,17,2,92
2033,18,2,92
2033,19,2,94
2033,20,2,98
2033,21,2,112
2033,22,2,96
2033,23,2,81
2033,24,2,94
2033,25,2,95
2033,26,2,98
2033,27,2,99
2033,28,2,100
2033,29,2,105
2033,30,2,109
2033,31,2,119
2033,32,2,125
2033,33,2,148
2033,34,2,137
2033,35,2,130
2033,36,2,157
2033,37,2,157
2033,38,2,159
2033,39,2,157
2033,40,2,160
2033,41,2,156
2033,42,2,155
2033,43,2,163
2033,44,2,152
2033,45,2,167
2033,46,2,153
2033,47,2,150
2033,48,2,170
2033,49,2,182
2033,50,2,189
2033,51,2,200
2033,52,2,205
2033,53,2,203
2033,54,2,207
2033,55,2,200
2033,56,2,192
2033,57,2,206
2033,58,2,179
2033,59,2,176
2033,60,2,174
2033,61,2,174
2033,62,2,177
2033,63,2,181
2033,64,2,180
2033,65,2,178
2033,66,2,168
2033,67,2,180
2033,68,2,176
2033,69,2,177
2033,70,2,179
2033,71,2,174
2033,72,2,169
2033,73,2,165
2033,74,2,162
2033,75,2,154
2033,76,2,144
2033,77,2,146
2033,78,2,138
2033,79,2,128
2033,80,2,119
2033,81,2,112
2033,82,2,110
2033,83,2,88
2033,84,2,78
2033,85,2,64
2033,86,2,53
2033,87,2,40
2033,88,2,33
2033,89,2,35
2033,90,2,32
2033,91,2,28
2033,92,2,24
2033,93,2,20
2033,94,2,16
2033,95,2,12
2033,96,2,9
2033,97,2,7
2033,98,2,5
2033,99,2,3
2033,100,2,8
2034,0,1,81
2034,1,1,87
2034,2,1,90
2034,3,1,92
2034,4,1,94
2034,5,1,96
2034,6,1,97
2034,7,1,98
2034,8,1,98
2034,9,1,99
2034,10,1,99
2034,11,1,99
2034,12,1,99
2034,13,1,99
2034,14,1,99
2034,15,1,99
2034,16,1,99
2034,17,1,99
2034,18,1,100
2034,19,1,100
2034,20,1,102
2034,21,1,106
2034,22,1,121
2034,23,1,102
2034,24,1,88
2034,25,1,102
2034,26,1,104
2034,27,1,107
2034,28,1,108
2034,29,1,108
2034,30,1,114
2034,31,1,118
2034,32,1,127
2034,33,1,132
2034,34,1,158
2034,35,1,145
2034,36,1,137
2034,37,1,165
2034,38,1,164
2034,39,1,164
2034,40,1,163
2034,41,1,164
2034,42,1,162
2034,43,1,161
2034,44,1,168
2034,45,1,154
2034,46,1,168
2034,47,1,152
2034,48,1,146
2034,49,1,163
2034,50,1,175
2034,51,1,179
2034,52,1,187
2034,53,1,191
2034,54,1,187
2034,55,1,191
2034,56,1,185
2034,57,1,174
2034,58,1,189
2034,59,1,162
2034,60,1,158
2034,61,1,158
2034,62,1,156
2034,63,1,160
2034,64,1,163
2034,65,1,163
2034,66,1,161
2034,67,1,153
2034,68,1,161
2034,69,1,157
2034,70,1,157
2034,71,1,156
2034,72,1,151
2034,73,1,145
2034,74,1,140
2034,75,1,134
2034,76,1,126
2034,77,1,115
2034,78,1,114
2034,79,1,106
2034,80,1,95
2034,81,1,87
2034,82,1,80
2034,83,1,75
2034,84,1,59
2034,85,1,51
2034,86,1,41
2034,87,1,33
2034,88,1,24
2034,89,1,19
2034,90,1,19
2034,91,1,17
2034,92,1,14
2034,93,1,11
2034,94,1,9
2034,95,1,7
2034,96,1,5
2034,97,1,4
2034,98,1,3
2034,99,1,2
2034,100,1,9
2034,0,2,74
2034,1,2,81
2034,2,2,84
2034,3,2,86
2034,4,2,87
2034,5,2,89
2034,6,2,90
2034,7,2,91
2034,8,2,91
2034,9,2,91
2034,10,2,91
2034,11,2,92
2034,12,2,92
2034,13,2,92
2034,14,2,91
2034,15,2,92
2034,16,2,92
2034,17,2,92
2034,18,2,92
2034,19,2,92
2034,20,2,94
2034,21,2,98
2034,22,2,112
2034,23,2,95
2034,24,2,81
2034,25,2,94
2034,26,2,95
2034,27,2,99
2034,28,2,99
2034,29,2,101
2034,30,2,105
2034,31,2,109
2034,32,2,119
2034,33,2,125
2034,34,2,148
2034,35,2,137
2034,36,2,130
2034,37,2,157
2034,38,2,157
2034,39,2,159
2034,40,2,157
2034,41,2,160
2034,42,2,156
2034,43,2,155
2034,44,2,163
2034,45,2,152
2034,46,2,167
2034,47,2,152
2034,48,2,150
2034,49,2,169
2034,50,2,182
2034,51,2,189
2034,52,2,200
2034,53,2,205
2034,54,2,203
2034,55,2,206
2034,56,2,200
2034,57,2,191
2034,58,2,206
2034,59,2,179
2034,60,2,175
2034,61,2,173
2034,62,2,173
2034,63,2,176
2034,64,2,180
2034,65,2,179
2034,66,2,177
2034,67,2,167
2034,68,2,179
2034,69,2,175
2034,70,2,176
2034,71,2,177
2034,72,2,172
2034,73,2,167
2034,74,2,163
2034,75,2,160
2034,76,2,152
2034,77,2,142
2034,78,2,142
2034,79,2,135
2034,80,2,124
2034,81,2,115
2034,82,2,108
2034,83,2,105
2034,84,2,84
2034,85,2,74
2034,86,2,61
2034,87,2,50
2034,88,2,37
2034,89,2,30
2034,90,2,31
2034,91,2,28
2034,92,2,24
2034,93,2,20
2034,94,2,17
2034,95,2,13
2034,96,2,10
2034,97,2,7
2034,98,2,5
2034,99,2,4
2034,100,2,9
2035,0,1,78
2035,1,1,85
2035,2,1,88
2035,3,1,90
2035,4,1,92
2035,5,1,94
2035,6,1,96
2035,7,1,97
2035,8,1,98
2035,9,1,99
2035,10,1,99
2035,11,1,99
2035,12,1,99
2035,13,1,99
2035,14,1,99
2035,15,1,99
2035,16,1,99
2035,17,1,99
2035,18,1,99
2035,19,1,100
2035,20,1,100
2035,21,1,102
2035,22,1,106
2035,23,1,121
2035,24,1,102
2035,25,1,88
2035,26,1,102
2035,27,1,104
2035,28,1,107
2035,29,1,108
2035,30,1,108
2035,31,1,114
2035,32,1,118
2035,33,1,127
2035,34,1,132
2035,35,1,157
2035,36,1,145
2035,37,1,137
2035,38,1,165
2035,39,1,164
2035,40,1,164
2035,41,1,163
2035,42,1,164
2035,43,1,161
2035,44,1,160
2035,45,1,167
2035,46,1,153
2035,47,1,168
2035,48,1,151
2035,49,1,145
2035,50,1,162
2035,51,1,174
2035,52,1,178
2035,53,1,186
2035,54,1,190
2035,55,1,186
2035,56,1,190
2035,57,1,184
2035,58,1,173
2035,59,1,188
2035,60,1,161
2035,61,1,157
2035,62,1,157
2035,63,1,154
2035,64,1,159
2035,65,1,162
2035,66,1,161
2035,67,1,159
2035,68,1,151
2035,69,1,159
2035,70,1,154
2035,71,1,154
2035,72,1,153
2035,73,1,148
2035,74,1,142
2035,75,1,136
2035,76,1,130
2035,77,1,121
2035,78,1,110
2035,79,1,109
2035,80,1,101
2035,81,1,90
2035,82,1,82
2035,83,1,75
2035,84,1,71
2035,85,1,55
2035,86,1,47
2035,87,1,38
2035,88,1,30
2035,89,1,21
2035,90,1,16
2035,91,1,16
2035,92,1,14
2035,93,1,11
2035,94,1,9
2035,95,1,7
2035,96,1,6
2035,97,1,4
2035,98,1,3
2035,99,1,2
2035,100,1,9
2035,0,2,71
2035,1,2,79
2035,2,2,82
2035,3,2,84
2035,4,2,86
2035,5,2,88
2035,6,2,89
2035,7,2,90
2035,8,2,91
2035,9,2,91
2035,10,2,91
2035,11,2,91
2035,12,2,92
2035,13,2,92
2035,14,2,92
2035,15,2,91
2035,16,2,92
2035,17,2,92
2035,18,2,92
2035,19,2,92
2035,20,2,92
2035,21,2,94
2035,22,2,98
2035,23,2,112
2035,24,2,95
2035,25,2,81
2035,26,2,94
2035,27,2,95
2035,28,2,99
2035,29,2,99
2035,30,2,101
2035,31,2,105
2035,32,2,110
2035,33,2,119
2035,34,2,125
2035,35,2,148
2035,36,2,137
2035,37,2,130
2035,38,2,157
2035,39,2,157
2035,40,2,159
2035,41,2,157
2035,42,2,160
2035,43,2,156
2035,44,2,154
2035,45,2,162
2035,46,2,152
2035,47,2,167
2035,48,2,152
2035,49,2,150
2035,50,2,169
2035,51,2,182
2035,52,2,189
2035,53,2,199
2035,54,2,204
2035,55,2,203
2035,56,2,206
2035,57,2,200
2035,58,2,191
2035,59,2,205
2035,60,2,178
2035,61,2,175
2035,62,2,173
2035,63,2,173
2035,64,2,176
2035,65,2,179
2035,66,2,178
2035,67,2,176
2035,68,2,166
2035,69,2,177
2035,70,2,173
2035,71,2,174
2035,72,2,175
2035,73,2,170
2035,74,2,165
2035,75,2,161
2035,76,2,157
2035,77,2,149
2035,78,2,138
2035,79,2,139
2035,80,2,131
2035,81,2,120
2035,82,2,111
2035,83,2,104
2035,84,2,100
2035,85,2,79
2035,86,2,69
2035,87,2,57
2035,88,2,46
2035,89,2,34
2035,90,2,27
2035,91,2,28
2035,92,2,25
2035,93,2,21
2035,94,2,17
2035,95,2,14
2035,96,2,10
2035,97,2,7
2035,98,2,5
2035,99,2,4
2035,100,2,9
2036,0,1,75
2036,1,1,82
2036,2,1,85
2036,3,1,88
2036,4,1,90
2036,5,1,92
2036,6,1,94
2036,7,1,96
2036,8,1,97
2036,9,1,98
2036,10,1,99
2036,11,1,99
2036,12,1,99
2036,13,1,99
2036,14,1,99
2036,15,1,99
2036,16,1,99
2036,17,1,99
2036,18,1,99
2036,19,1,99
2036,20,1,100
2036,21,1,99
2036,22,1,102
2036,23,1,106
2036,24,1,121
2036,25,1,102
2036,26,1,88
2036,27,1,102
2036,28,1,104
2036,29,1,107
2036,30,1,108
2036,31,1,108
2036,32,1,114
2036,33,1,118
2036,34,1,127
2036,35,1,132
2036,36,1,157
2036,37,1,145
2036,38,1,136
2036,39,1,165
2036,40,1,164
2036,41,1,163
2036,42,1,162
2036,43,1,163
2036,44,1,161
2036,45,1,159
2036,46,1,167
2036,47,1,153
2036,48,1,167
2036,49,1,150
2036,50,1,145
2036,51,1,161
2036,52,1,173
2036,53,1,177
2036,54,1,185
2036,55,1,189
2036,56,1,185
2036,57,1,189
2036,58,1,183
2036,59,1,172
2036,60,1,187
2036,61,1,160
2036,62,1,156
2036,63,1,155
2036,64,1,153
2036,65,1,157
2036,66,1,160
2036,67,1,159
2036,68,1,157
2036,69,1,149
2036,70,1,156
2036,71,1,152
2036,72,1,151
2036,73,1,150
2036,74,1,144
2036,75,1,138
2036,76,1,132
2036,77,1,125
2036,78,1,116
2036,79,1,105
2036,80,1,104
2036,81,1,96
2036,82,1,85
2036,83,1,77
2036,84,1,70
2036,85,1,66
2036,86,1,51
2036,87,1,43
2036,88,1,34
2036,89,1,26
2036,90,1,19
2036,91,1,14
2036,92,1,14
2036,93,1,12
2036,94,1,9
2036,95,1,7
2036,96,1,6
2036,97,1,4
2036,98,1,3
2036,99,1,2
2036,100,1,9
2036,0,2,68
2036,1,2,76
2036,2,2,79
2036,3,2,82
2036,4,2,84
2036,5,2,86
2036,6,2,88
2036,7,2,89
2036,8,2,90
2036,9,2,91
2036,10,2,91
2036,11,2,91
2036,12,2,91
2036,13,2,92
2036,14,2,92
2036,15,2,92
2036,16,2,91
2036,17,2,91
2036,18,2,92
2036,19,2,92
2036,20,2,92
2036,21,2,92
2036,22,2,94
2036,23,2,98
2036,24,2,112
2036,25,2,96
2036,26,2,82
2036,27,2,94
2036,28,2,96
2036,29,2,99
2036,30,2,100
2036,31,2,101
2036,32,2,105
2036,33,2,110
2036,34,2,119
2036,35,2,125
2036,36,2,148
2036,37,2,137
2036,38,2,130
2036,39,2,157
2036,40,2,157
2036,41,2,158
2036,42,2,157
2036,43,2,159
2036,44,2,155
2036,45,2,154
2036,46,2,162
2036,47,2,152
2036,48,2,167
2036,49,2,152
2036,50,2,150
2036,51,2,169
2036,52,2,182
2036,53,2,188
2036,54,2,199
2036,55,2,204
2036,56,2,202
2036,57,2,205
2036,58,2,199
2036,59,2,190
2036,60,2,205
2036,61,2,178
2036,62,2,174
2036,63,2,172
2036,64,2,172
2036,65,2,175
2036,66,2,178
2036,67,2,177
2036,68,2,175
2036,69,2,165
2036,70,2,176
2036,71,2,172
2036,72,2,172
2036,73,2,173
2036,74,2,168
2036,75,2,162
2036,76,2,158
2036,77,2,154
2036,78,2,145
2036,79,2,135
2036,80,2,135
2036,81,2,127
2036,82,2,116
2036,83,2,107
2036,84,2,99
2036,85,2,95
2036,86,2,75
2036,87,2,65
2036,88,2,52
2036,89,2,42
2036,90,2,31
2036,91,2,24
2036,92,2,24
2036,93,2,21
2036,94,2,17
2036,95,2,14
2036,96,2,11
2036,97,2,8
2036,98,2,6
2036,99,2,4
2036,100,2,10
2037,0,1,72
2037,1,1,79
2037,2,1,82
2037,3,1,85
2037,4,1,88
2037,5,1,90
2037,6,1,93
2037,7,1,94
2037,8,1,96
2037,9,1,97
2037,10,1,98
2037,11,1,99
2037,12,1,99
2037,13,1,99
2037,14,1,99
2037,15,1,99
2037,16,1,99
2037,17,1,99
2037,18,1,99
2037,19,1,99
2037,20,1,99
2037,21,1,100
2037,22,1,99
2037,23,1,102
2037,24,1,106
2037,25,1,120
2037,26,1,102
2037,27,1,88
2037,28,1,102
2037,29,1,104
2037,30,1,107
2037,31,1,107
2037,32,1,108
2037,33,1,113
2037,34,1,118
2037,35,1,127
2037,36,1,132
2037,37,1,157
2037,38,1,145
2037,39,1,136
2037,40,1,164
2037,41,1,163
2037,42,1,163
2037,43,1,162
2037,44,1,163
2037,45,1,160
2037,46,1,159
2037,47,1,166
2037,48,1,152
2037,49,1,166
2037,50,1,150
2037,51,1,144
2037,52,1,160
2037,53,1,172
2037,54,1,176
2037,55,1,184
2037,56,1,188
2037,57,1,184
2037,58,1,188
2037,59,1,182
2037,60,1,171
2037,61,1,186
2037,62,1,159
2037,63,1,155
2037,64,1,154
2037,65,1,152
2037,66,1,156
2037,67,1,159
2037,68,1,157
2037,69,1,155
2037,70,1,146
2037,71,1,153
2037,72,1,149
2037,73,1,148
2037,74,1,146
2037,75,1,140
2037,76,1,133
2037,77,1,127
2037,78,1,121
2037,79,1,111
2037,80,1,100
2037,81,1,98
2037,82,1,91
2037,83,1,80
2037,84,1,72
2037,85,1,65
2037,86,1,60
2037,87,1,47
2037,88,1,39
2037,89,1,30
2037,90,1,23
2037,91,1,16
2037,92,1,12
2037,93,1,12
2037,94,1,9
2037,95,1,7
2037,96,1,6
2037,97,1,5
2037,98,1,3
2037,99,1,2
2037,100,1,9
2037,0,2,66
2037,1,2,73
2037,2,2,76
2037,3,2,79
2037,4,2,82
2037,5,2,84
2037,6,2,86
2037,7,2,87
2037,8,2,89
2037,9,2,90
2037,10,2,91
2037,11,2,91
2037,12,2,91
2037,13,2,91
2037,14,2,91
2037,15,2,92
2037,16,2,92
2037,17,2,91
2037,18,2,91
2037,19,2,92
2037,20,2,92
2037,21,2,92
2037,22,2,92
2037,23,2,94
2037,24,2,98
2037,25,2,112
2037,26,2,96
2037,27,2,82
2037,28,2,95
2037,29,2,96
2037,30,2,100
2037,31,2,100
2037,32,2,101
2037,33,2,106
2037,34,2,110
2037,35,2,120
2037,36,2,125
2037,37,2,148
2037,38,2,137
2037,39,2,131
2037,40,2,157
2037,41,2,157
2037,42,2,158
2037,43,2,157
2037,44,2,159
2037,45,2,155
2037,46,2,154
2037,47,2,162
2037,48,2,152
2037,49,2,167
2037,50,2,152
2037,51,2,150
2037,52,2,169
2037,53,2,182
2037,54,2,188
2037,55,2,199
2037,56,2,204
2037,57,2,202
2037,58,2,205
2037,59,2,199
2037,60,2,190
2037,61,2,204
2037,62,2,177
2037,63,2,173
2037,64,2,172
2037,65,2,171
2037,66,2,174
2037,67,2,177
2037,68,2,176
2037,69,2,174
2037,70,2,163
2037,71,2,174
2037,72,2,170
2037,73,2,170
2037,74,2,171
2037,75,2,165
2037,76,2,160
2037,77,2,155
2037,78,2,150
2037,79,2,142
2037,80,2,131
2037,81,2,130
2037,82,2,122
2037,83,2,111
2037,84,2,102
2037,85,2,94
2037,86,2,90
2037,87,2,70
2037,88,2,60
2037,89,2,48
2037,90,2,38
2037,91,2,27
2037,92,2,21
2037,93,2,21
2037,94,2,18
2037,95,2,14
2037,96,2,11
2037,97,2,9
2037,98,2,6
2037,99,2,4
2037,100,2,10
2038,0,1,71
2038,1,1,77
2038,2,1,79
2038,3,1,82
2038,4,1,86
2038,5,1,88
2038,6,1,90
2038,7,1,93
2038,8,1,94
2038,9,1,96
2038,10,1,98
2038,11,1,98
2038,12,1,99
2038,13,1,99
2038,14,1,99
2038,15,1,99
2038,16,1,99
2038,17,1,99
2038,18,1,99
2038,19,1,99
2038,20,1,99
2038,21,1,99
2038,22,1,100
2038,23,1,99
2038,24,1,101
2038,25,1,106
2038,26,1,120
2038,27,1,102
2038,28,1,88
2038,29,1,101
2038,30,1,104
2038,31,1,107
2038,32,1,107
2038,33,1,108
2038,34,1,113
2038,35,1,118
2038,36,1,127
2038,37,1,131
2038,38,1,157
2038,39,1,145
2038,40,1,136
2038,41,1,164
2038,42,1,163
2038,43,1,162
2038,44,1,161
2038,45,1,162
2038,46,1,160
2038,47,1,158
2038,48,1,165
2038,49,1,152
2038,50,1,165
2038,51,1,149
2038,52,1,143
2038,53,1,159
2038,54,1,171
2038,55,1,175
2038,56,1,183
2038,57,1,187
2038,58,1,183
2038,59,1,187
2038,60,1,181
2038,61,1,170
2038,62,1,184
2038,63,1,158
2038,64,1,154
2038,65,1,153
2038,66,1,150
2038,67,1,154
2038,68,1,157
2038,69,1,155
2038,70,1,153
2038,71,1,144
2038,72,1,151
2038,73,1,145
2038,74,1,144
2038,75,1,142
2038,76,1,136
2038,77,1,129
2038,78,1,122
2038,79,1,115
2038,80,1,106
2038,81,1,96
2038,82,1,93
2038,83,1,85
2038,84,1,75
2038,85,1,67
2038,86,1,60
2038,87,1,55
2038,88,1,42
2038,89,1,35
2038,90,1,27
2038,91,1,20
2038,92,1,13
2038,93,1,10
2038,94,1,9
2038,95,1,8
2038,96,1,6
2038,97,1,5
2038,98,1,3
2038,99,1,2
2038,100,1,9
2038,0,2,64
2038,1,2,70
2038,2,2,73
2038,3,2,76
2038,4,2,79
2038,5,2,82
2038,6,2,84
2038,7,2,86
2038,8,2,87
2038,9,2,89
2038,10,2,90
2038,11,2,91
2038,12,2,91
2038,13,2,91
2038,14,2,91
2038,15,2,91
2038,16,2,92
2038,17,2,91
2038,18,2,91
2038,19,2,92
2038,20,2,92
2038,21,2,92
2038,22,2,92
2038,23,2,92
2038,24,2,94
2038,25,2,98
2038,26,2,112
2038,27,2,96
2038,28,2,82
2038,29,2,95
2038,30,2,97
2038,31,2,100
2038,32,2,101
2038,33,2,102
2038,34,2,106
2038,35,2,110
2038,36,2,120
2038,37,2,125
2038,38,2,148
2038,39,2,137
2038,40,2,131
2038,41,2,157
2038,42,2,157
2038,43,2,158
2038,44,2,157
2038,45,2,159
2038,46,2,155
2038,47,2,154
2038,48,2,162
2038,49,2,152
2038,50,2,166
2038,51,2,152
2038,52,2,150
2038,53,2,169
2038,54,2,181
2038,55,2,188
2038,56,2,199
2038,57,2,203
2038,58,2,202
2038,59,2,205
2038,60,2,198
2038,61,2,189
2038,62,2,203
2038,63,2,177
2038,64,2,173
2038,65,2,171
2038,66,2,171
2038,67,2,173
2038,68,2,176
2038,69,2,175
2038,70,2,172
2038,71,2,162
2038,72,2,172
2038,73,2,168
2038,74,2,168
2038,75,2,168
2038,76,2,162
2038,77,2,157
2038,78,2,152
2038,79,2,147
2038,80,2,138
2038,81,2,127
2038,82,2,126
2038,83,2,117
2038,84,2,106
2038,85,2,97
2038,86,2,89
2038,87,2,84
2038,88,2,65
2038,89,2,55
2038,90,2,43
2038,91,2,34
2038,92,2,24
2038,93,2,18
2038,94,2,17
2038,95,2,14
2038,96,2,11
2038,97,2,9
2038,98,2,6
2038,99,2,4
2038,100,2,11
2039,0,1,69
2039,1,1,75
2039,2,1,77
2039,3,1,79
2039,4,1,83
2039,5,1,86
2039,6,1,88
2039,7,1,90
2039,8,1,93
2039,9,1,94
2039,10,1,96
2039,11,1,98
2039,12,1,98
2039,13,1,99
2039,14,1,99
2039,15,1,99
2039,16,1,99
2039,17,1,99
2039,18,1,99
2039,19,1,99
2039,20,1,99
2039,21,1,99
2039,22,1,99
2039,23,1,100
2039,24,1,99
2039,25,1,101
2039,26,1,106
2039,27,1,120
2039,28,1,102
2039,29,1,88
2039,30,1,101
2039,31,1,104
2039,32,1,107
2039,33,1,107
2039,34,1,107
2039,35,1,113
2039,36,1,117
2039,37,1,127
2039,38,1,131
2039,39,1,156
2039,40,1,144
2039,41,1,136
2039,42,1,163
2039,43,1,162
2039,44,1,162
2039,45,1,161
2039,46,1,162
2039,47,1,159
2039,48,1,158
2039,49,1,165
2039,50,1,151
2039,51,1,165
2039,52,1,148
2039,53,1,142
2039,54,1,159
2039,55,1,170
2039,56,1,174
2039,57,1,182
2039,58,1,186
2039,59,1,182
2039,60,1,186
2039,61,1,180
2039,62,1,169
2039,63,1,183
2039,64,1,156
2039,65,1,153
2039,66,1,151
2039,67,1,149
2039,68,1,152
2039,69,1,155
2039,70,1,153
2039,71,1,151
2039,72,1,141
2039,73,1,147
2039,74,1,142
2039,75,1,141
2039,76,1,138
2039,77,1,131
2039,78,1,124
2039,79,1,117
2039,80,1,110
2039,81,1,101
2039,82,1,90
2039,83,1,88
2039,84,1,80
2039,85,1,70
2039,86,1,62
2039,87,1,55
2039,88,1,50
2039,89,1,38
2039,90,1,30
2039,91,1,23
2039,92,1,17
2039,93,1,11
2039,94,1,8
2039,95,1,8
2039,96,1,6
2039,97,1,5
2039,98,1,4
2039,99,1,3
2039,100,1,9
2039,0,2,63
2039,1,2,69
2039,2,2,71
2039,3,2,73
2039,4,2,76
2039,5,2,79
2039,6,2,82
2039,7,2,84
2039,8,2,86
2039,9,2,87
2039,10,2,89
2039,11,2,90
2039,12,2,91
2039,13,2,91
2039,14,2,91
2039,15,2,91
2039,16,2,91
2039,17,2,92
2039,18,2,91
2039,19,2,91
2039,20,2,91
2039,21,2,92
2039,22,2,92
2039,23,2,92
2039,24,2,92
2039,25,2,94
2039,26,2,99
2039,27,2,112
2039,28,2,97
2039,29,2,83
2039,30,2,95
2039,31,2,97
2039,32,2,100
2039,33,2,101
2039,34,2,102
2039,35,2,106
2039,36,2,111
2039,37,2,120
2039,38,2,125
2039,39,2,148
2039,40,2,137
2039,41,2,131
2039,42,2,157
2039,43,2,157
2039,44,2,158
2039,45,2,157
2039,46,2,159
2039,47,2,155
2039,48,2,154
2039,49,2,162
2039,50,2,152
2039,51,2,166
2039,52,2,152
2039,53,2,150
2039,54,2,169
2039,55,2,181
2039,56,2,188
2039,57,2,198
2039,58,2,203
2039,59,2,201
2039,60,2,204
2039,61,2,198
2039,62,2,189
2039,63,2,203
2039,64,2,176
2039,65,2,172
2039,66,2,170
2039,67,2,170
2039,68,2,172
2039,69,2,175
2039,70,2,173
2039,71,2,171
2039,72,2,160
2039,73,2,170
2039,74,2,166
2039,75,2,166
2039,76,2,166
2039,77,2,159
2039,78,2,153
2039,79,2,148
2039,80,2,143
2039,81,2,134
2039,82,2,123
2039,83,2,121
2039,84,2,112
2039,85,2,101
2039,86,2,91
2039,87,2,83
2039,88,2,78
2039,89,2,59
2039,90,2,50
2039,91,2,39
2039,92,2,29
2039,93,2,20
2039,94,2,15
2039,95,2,14
2039,96,2,11
2039,97,2,9
2039,98,2,6
2039,99,2,5
2039,100,2,11
2040,0,1,67
2040,1,1,73
2040,2,1,75
2040,3,1,77
2040,4,1,80
2040,5,1,83
2040,6,1,86
2040,7,1,88
2040,8,1,91
2040,9,1,93
2040,10,1,94
2040,11,1,96
2040,12,1,98
2040,13,1,98
2040,14,1,99
2040,15,1,99
2040,16,1,99
2040,17,1,99
2040,18,1,99
2040,19,1,99
2040,20,1,98
2040,21,1,99
2040,22,1,99
2040,23,1,99
2040,24,1,99
2040,25,1,99
2040,26,1,101
2040,27,1,106
2040,28,1,120
2040,29,1,102
2040,30,1,88
2040,31,1,101
2040,32,1,104
2040,33,1,107
2040,34,1,107
2040,35,1,107
2040,36,1,113
2040,37,1,117
2040,38,1,126
2040,39,1,131
2040,40,1,156
2040,41,1,144
2040,42,1,135
2040,43,1,163
2040,44,1,162
2040,45,1,161
2040,46,1,160
2040,47,1,161
2040,48,1,158
2040,49,1,157
2040,50,1,164
2040,51,1,150
2040,52,1,164
2040,53,1,147
2040,54,1,142
2040,55,1,158
2040,56,1,169
2040,57,1,173
2040,58,1,181
2040,59,1,185
2040,60,1,181
2040,61,1,185
2040,62,1,178
2040,63,1,168
2040,64,1,182
2040,65,1,155
2040,66,1,151
2040,67,1,150
2040,68,1,147
2040,69,1,150
2040,70,1,152
2040,71,1,150
2040,72,1,148
2040,73,1,138
2040,74,1,144
2040,75,1,138
2040,76,1,136
2040,77,1,133
2040,78,1,126
2040,79,1,119
2040,80,1,112
2040,81,1,105
2040,82,1,96
2040,83,1,85
2040,84,1,82
2040,85,1,75
2040,86,1,65
2040,87,1,57
2040,88,1,50
2040,89,1,45
2040,90,1,33
2040,91,1,26
2040,92,1,19
2040,93,1,14
2040,94,1,9
2040,95,1,6
2040,96,1,6
2040,97,1,5
2040,98,1,3
2040,99,1,3
2040,100,1,9
2040,0,2,61
2040,1,2,67
2040,2,2,69
2040,3,2,70
2040,4,2,73
2040,5,2,76
2040,6,2,79
2040,7,2,82
2040,8,2,84
2040,9,2,86
2040,10,2,87
2040,11,2,89
2040,12,2,90
2040,13,2,91
2040,14,2,91
2040,15,2,91
2040,16,2,91
2040,17,2,91
2040,18,2,92
2040,19,2,91
2040,20,2,91
2040,21,2,91
2040,22,2,92
2040,23,2,92
2040,24,2,92
2040,25,2,92
2040,26,2,94
2040,27,2,99
2040,28,2,113
2040,29,2,97
2040,30,2,83
2040,31,2,96
2040,32,2,97
2040,33,2,101
2040,34,2,101
2040,35,2,102
2040,36,2,106
2040,37,2,111
2040,38,2,120
2040,39,2,125
2040,40,2,148
2040,41,2,137
2040,42,2,130
2040,43,2,157
2040,44,2,156
2040,45,2,158
2040,46,2,156
2040,47,2,159
2040,48,2,155
2040,49,2,154
2040,50,2,162
2040,51,2,152
2040,52,2,166
2040,53,2,152
2040,54,2,149
2040,55,2,168
2040,56,2,181
2040,57,2,187
2040,58,2,198
2040,59,2,203
2040,60,2,201
2040,61,2,203
2040,62,2,197
