year,age,sex,people
2040,63,2,188
2040,64,2,202
2040,65,2,175
2040,66,2,171
2040,67,2,169
2040,68,2,169
2040,69,2,171
2040,70,2,173
2040,71,2,172
2040,72,2,169
2040,73,2,159
2040,74,2,168
2040,75,2,164
2040,76,2,163
2040,77,2,163
2040,78,2,156
2040,79,2,150
2040,80,2,144
2040,81,2,138
2040,82,2,129
2040,83,2,118
2040,84,2,116
2040,85,2,107
2040,86,2,95
2040,87,2,85
2040,88,2,77
2040,89,2,71
2040,90,2,54
2040,91,2,44
2040,92,2,34
2040,93,2,25
2040,94,2,17
2040,95,2,12
2040,96,2,11
2040,97,2,9
2040,98,2,6
2040,99,2,5
2040,100,2,12
2041,0,1,65
2041,1,1,72
2041,2,1,74
2041,3,1,75
2041,4,1,77
2041,5,1,80
2041,6,1,83
2041,7,1,86
2041,8,1,88
2041,9,1,91
2041,10,1,93
2041,11,1,95
2041,12,1,96
2041,13,1,98
2041,14,1,98
2041,15,1,99
2041,16,1,99
2041,17,1,99
2041,18,1,99
2041,19,1,99
2041,20,1,99
2041,21,1,98
2041,22,1,99
2041,23,1,99
2041,24,1,99
2041,25,1,99
2041,26,1,99
2041,27,1,101
2041,28,1,106
2041,29,1,120
2041,30,1,102
2041,31,1,88
2041,32,1,101
2041,33,1,103
2041,34,1,107
2041,35,1,107
2041,36,1,107
2041,37,1,113
2041,38,1,117
2041,39,1,126
2041,40,1,131
2041,41,1,156
2041,42,1,143
2041,43,1,135
2041,44,1,162
2041,45,1,161
2041,46,1,161
2041,47,1,160
2041,48,1,160
2041,49,1,158
2041,50,1,156
2041,51,1,163
2041,52,1,149
2041,53,1,163
2041,54,1,147
2041,55,1,141
2041,56,1,157
2041,57,1,169
2041,58,1,172
2041,59,1,180
2041,60,1,184
2041,61,1,180
2041,62,1,184
2041,63,1,177
2041,64,1,167
2041,65,1,180
2041,66,1,154
2041,67,1,150
2041,68,1,148
2041,69,1,145
2041,70,1,148
2041,71,1,150
2041,72,1,148
2041,73,1,145
2041,74,1,135
2041,75,1,140
2041,76,1,134
2041,77,1,132
2041,78,1,128
2041,79,1,121
2041,80,1,113
2041,81,1,107
2041,82,1,99
2041,83,1,90
2041,84,1,80
2041,85,1,77
2041,86,1,69
2041,87,1,59
2041,88,1,51
2041,89,1,45
2041,90,1,40
2041,91,1,29
2041,92,1,22
2041,93,1,16
2041,94,1,11
2041,95,1,7
2041,96,1,5
2041,97,1,5
2041,98,1,4
2041,99,1,2
2041,100,1,9
2041,0,2,59
2041,1,2,66
2041,2,2,67
2041,3,2,69
2041,4,2,71
2041,5,2,73
2041,6,2,76
2041,7,2,79
2041,8,2,82
2041,9,2,84
2041,10,2,86
2041,11,2,87
2041,12,2,89
2041,13,2,90
2041,14,2,91
2041,15,2,91
2041,16,2,91
2041,17,2,91
2041,18,2,91
2041,19,2,92
2041,20,2,91
2041,21,2,91
2041,22,2,91
2041,23,2,92
2041,24,2,92
2041,25,2,92
2041,26,2,93
2041,27,2,95
2041,28,2,99
2041,29,2,113
2041,30,2,97
2041,31,2,83
2041,32,2,96
2041,33,2,98
2041,34,2,101
2041,35,2,101
2041,36,2,102
2041,37,2,106
2041,38,2,111
2041,39,2,120
2041,40,2,125
2041,41,2,148
2041,42,2,137
2041,43,2,130
2041,44,2,157
2041,45,2,156
2041,46,2,158
2041,47,2,156
2041,48,2,159
2041,49,2,155
2041,50,2,154
2041,51,2,162
2041,52,2,151
2041,53,2,166
2041,54,2,151
2041,55,2,149
2041,56,2,168
2041,57,2,181
2041,58,2,187
2041,59,2,197
2041,60,2,202
2041,61,2,200
2041,62,2,203
2041,63,2,197
2041,64,2,187
2041,65,2,201
2041,66,2,174
2041,67,2,170
2041,68,2,168
2041,69,2,167
2041,70,2,170
2041,71,2,172
2041,72,2,170
2041,73,2,167
2041,74,2,157
2041,75,2,166
2041,76,2,161
2041,77,2,160
2041,78,2,159
2041,79,2,152
2041,80,2,146
2041,81,2,140
2041,82,2,134
2041,83,2,124
2041,84,2,113
2041,85,2,110
2041,86,2,101
2041,87,2,89
2041,88,2,79
2041,89,2,71
2041,90,2,65
2041,91,2,48
2041,92,2,39
2041,93,2,29
2041,94,2,21
2041,95,2,14
2041,96,2,10
2041,97,2,9
2041,98,2,7
2041,99,2,5
2041,100,2,12
2042,0,1,65
2042,1,1,70
2042,2,1,72
2042,3,1,74
2042,4,1,76
2042,5,1,78
2042,6,1,80
2042,7,1,83
2042,8,1,86
2042,9,1,88
2042,10,1,91
2042,11,1,93
2042,12,1,94
2042,13,1,96
2042,14,1,98
2042,15,1,98
2042,16,1,99
2042,17,1,98
2042,18,1,98
2042,19,1,99
2042,20,1,99
2042,21,1,99
2042,22,1,98
2042,23,1,99
2042,24,1,99
2042,25,1,99
2042,26,1,99
2042,27,1,99
2042,28,1,101
2042,29,1,106
2042,30,1,120
2042,31,1,102
2042,32,1,88
2042,33,1,101
2042,34,1,103
2042,35,1,107
2042,36,1,107
2042,37,1,107
2042,38,1,113
2042,39,1,117
2042,40,1,126
2042,41,1,130
2042,42,1,155
2042,43,1,143
2042,44,1,134
2042,45,1,162
2042,46,1,160
2042,47,1,160
2042,48,1,159
2042,49,1,160
2042,50,1,157
2042,51,1,155
2042,52,1,162
2042,53,1,149
2042,54,1,162
2042,55,1,146
2042,56,1,140
2042,57,1,156
2042,58,1,168
2042,59,1,171
2042,60,1,179
2042,61,1,183
2042,62,1,179
2042,63,1,182
2042,64,1,176
2042,65,1,165
2042,66,1,178
2042,67,1,152
2042,68,1,148
2042,69,1,146
2042,70,1,143
2042,71,1,146
2042,72,1,147
2042,73,1,145
2042,74,1,141
2042,75,1,131
2042,76,1,136
2042,77,1,130
2042,78,1,127
2042,79,1,123
2042,80,1,115
2042,81,1,108
2042,82,1,101
2042,83,1,94
2042,84,1,85
2042,85,1,75
2042,86,1,71
2042,87,1,63
2042,88,1,54
2042,89,1,46
2042,90,1,40
2042,91,1,34
2042,92,1,24
2042,93,1,18
2042,94,1,13
2042,95,1,9
2042,96,1,6
2042,97,1,4
2042,98,1,3
2042,99,1,3
2042,100,1,9
2042,0,2,58
2042,1,2,64
2042,2,2,66
2042,3,2,67
2042,4,2,69
2042,5,2,71
2042,6,2,73
2042,7,2,76
2042,8,2,79
2042,9,2,82
2042,10,2,84
2042,11,2,86
2042,12,2,87
2042,13,2,89
2042,14,2,90
2042,15,2,91
2042,16,2,91
2042,17,2,91
2042,18,2,91
2042,19,2,91
2042,20,2,92
2042,21,2,91
2042,22,2,91
2042,23,2,91
2042,24,2,92
2042,25,2,92
2042,26,2,93
2042,27,2,93
2042,28,2,95
2042,29,2,100
2042,30,2,114
2042,31,2,98
2042,32,2,84
2042,33,2,96
2042,34,2,98
2042,35,2,101
2042,36,2,101
2042,37,2,102
2042,38,2,106
2042,39,2,111
2042,40,2,120
2042,41,2,125
2042,42,2,148
2042,43,2,137
2042,44,2,130
2042,45,2,156
2042,46,2,156
2042,47,2,158
2042,48,2,156
2042,49,2,159
2042,50,2,155
2042,51,2,154
2042,52,2,161
2042,53,2,151
2042,54,2,166
2042,55,2,151
2042,56,2,149
2042,57,2,168
2042,58,2,180
2042,59,2,186
2042,60,2,197
2042,61,2,201
2042,62,2,200
2042,63,2,202
2042,64,2,196
2042,65,2,187
2042,66,2,200
2042,67,2,174
2042,68,2,169
2042,69,2,167
2042,70,2,166
2042,71,2,168
2042,72,2,170
2042,73,2,168
2042,74,2,165
2042,75,2,155
2042,76,2,163
2042,77,2,158
2042,78,2,157
2042,79,2,156
2042,80,2,148
2042,81,2,141
2042,82,2,135
2042,83,2,129
2042,84,2,119
2042,85,2,107
2042,86,2,104
2042,87,2,95
2042,88,2,83
2042,89,2,73
2042,90,2,64
2042,91,2,58
2042,92,2,42
2042,93,2,34
2042,94,2,24
2042,95,2,17
2042,96,2,11
2042,97,2,8
2042,98,2,7
2042,99,2,5
2042,100,2,12
2043,0,1,64
2043,1,1,69
2043,2,1,70
2043,3,1,72
2043,4,1,74
2043,5,1,76
2043,6,1,78
2043,7,1,80
2043,8,1,83
2043,9,1,86
2043,10,1,88
2043,11,1,91
2043,12,1,93
2043,13,1,94
2043,14,1,96
2043,15,1,98
2043,16,1,98
2043,17,1,98
2043,18,1,98
2043,19,1,98
2043,20,1,98
2043,21,1,99
2043,22,1,99
2043,23,1,98
2043,24,1,99
2043,25,1,99
2043,26,1,99
2043,27,1,99
2043,28,1,99
2043,29,1,101
2043,30,1,106
2043,31,1,120
2043,32,1,101
2043,33,1,88
2043,34,1,101
2043,35,1,103
2043,36,1,106
2043,37,1,107
2043,38,1,107
2043,39,1,113
2043,40,1,117
2043,41,1,126
2043,42,1,130
2043,43,1,155
2043,44,1,143
2043,45,1,134
2043,46,1,161
2043,47,1,160
2043,48,1,159
2043,49,1,158
2043,50,1,159
2043,51,1,156
2043,52,1,155
2043,53,1,162
2043,54,1,148
2043,55,1,161
2043,56,1,145
2043,57,1,140
2043,58,1,155
2043,59,1,167
2043,60,1,170
2043,61,1,178
2043,62,1,182
2043,63,1,178
2043,64,1,181
2043,65,1,174
2043,66,1,164
2043,67,1,177
2043,68,1,150
2043,69,1,146
2043,70,1,144
2043,71,1,141
2043,72,1,143
2043,73,1,144
2043,74,1,141
2043,75,1,138
2043,76,1,128
2043,77,1,131
2043,78,1,125
2043,79,1,122
2043,80,1,117
2043,81,1,110
2043,82,1,102
2043,83,1,95
2043,84,1,88
2043,85,1,79
2043,86,1,69
2043,87,1,65
2043,88,1,58
2043,89,1,48
2043,90,1,41
2043,91,1,34
2043,92,1,29
2043,93,1,20
2043,94,1,15
2043,95,1,11
2043,96,1,7
2043,97,1,4
2043,98,1,3
2043,99,1,2
2043,100,1,9
2043,0,2,58
2043,1,2,63
2043,2,2,64
2043,3,2,66
2043,4,2,67
2043,5,2,69
2043,6,2,71
2043,7,2,73
2043,8,2,76
2043,9,2,79
2043,10,2,82
2043,11,2,84
2043,12,2,86
2043,13,2,87
2043,14,2,89
2043,15,2,90
2043,16,2,91
2043,17,2,91
2043,18,2,91
2043,19,2,91
2043,20,2,91
2043,21,2,91
2043,22,2,91
2043,23,2,91
2043,24,2,91
2043,25,2,92
2043,26,2,92
2043,27,2,93
2043,28,2,93
2043,29,2,96
2043,30,2,100
2043,31,2,114
2043,32,2,98
2043,33,2,84
2043,34,2,97
2043,35,2,98
2043,36,2,101
2043,37,2,101
2043,38,2,102
2043,39,2,106
2043,40,2,111
2043,41,2,120
2043,42,2,125
2043,43,2,148
2043,44,2,137
2043,45,2,130
2043,46,2,156
2043,47,2,156
2043,48,2,158
2043,49,2,156
2043,50,2,159
2043,51,2,155
2043,52,2,153
2043,53,2,161
2043,54,2,151
2043,55,2,166
2043,56,2,151
2043,57,2,149
2043,58,2,168
2043,59,2,180
2043,60,2,186
2043,61,2,196
2043,62,2,201
2043,63,2,199
2043,64,2,202
2043,65,2,195
2043,66,2,186
2043,67,2,199
2043,68,2,172
2043,69,2,168
2043,70,2,166
2043,71,2,165
2043,72,2,166
2043,73,2,168
2043,74,2,166
2043,75,2,163
2043,76,2,152
2043,77,2,161
2043,78,2,155
2043,79,2,153
2043,80,2,152
2043,81,2,144
2043,82,2,137
2043,83,2,130
2043,84,2,123
2043,85,2,113
2043,86,2,102
2043,87,2,98
2043,88,2,88
2043,89,2,77
2043,90,2,66
2043,91,2,57
2043,92,2,51
2043,93,2,36
2043,94,2,28
2043,95,2,20
2043,96,2,14
2043,97,2,9
2043,98,2,6
2043,99,2,5
2043,100,2,12
2044,0,1,64
2044,1,1,69
2044,2,1,69
2044,3,1,70
2044,4,1,72
2044,5,1,74
2044,6,1,76
2044,7,1,78
2044,8,1,80
2044,9,1,83
2044,10,1,86
2044,11,1,88
2044,12,1,91
2044,13,1,93
2044,14,1,94
2044,15,1,96
2044,16,1,97
2044,17,1,98
2044,18,1,98
2044,19,1,98
2044,20,1,98
2044,21,1,98
2044,22,1,99
2044,23,1,99
2044,24,1,98
2044,25,1,98
2044,26,1,99
2044,27,1,99
2044,28,1,99
2044,29,1,99
2044,30,1,101
2044,31,1,106
2044,32,1,120
2044,33,1,101
2044,34,1,88
2044,35,1,101
2044,36,1,103
2044,37,1,106
2044,38,1,106
2044,39,1,107
2044,40,1,112
2044,41,1,116
2044,42,1,125
2044,43,1,130
2044,44,1,154
2044,45,1,142
2044,46,1,133
2044,47,1,161
2044,48,1,159
2044,49,1,159
2044,50,1,158
2044,51,1,158
2044,52,1,155
2044,53,1,154
2044,54,1,161
2044,55,1,147
2044,56,1,161
2044,57,1,145
2044,58,1,139
2044,59,1,155
2044,60,1,166
2044,61,1,169
2044,62,1,177
2044,63,1,181
2044,64,1,176
2044,65,1,179
2044,66,1,173
2044,67,1,162
2044,68,1,175
2044,69,1,148
2044,70,1,144
2044,71,1,142
2044,72,1,138
2044,73,1,140
2044,74,1,141
2044,75,1,138
2044,76,1,134
2044,77,1,123
2044,78,1,127
2044,79,1,120
2044,80,1,116
2044,81,1,112
2044,82,1,104
2044,83,1,97
2044,84,1,90
2044,85,1,82
2044,86,1,73
2044,87,1,64
2044,88,1,59
2044,89,1,52
2044,90,1,43
2044,91,1,35
2044,92,1,29
2044,93,1,24
2044,94,1,16
2044,95,1,12
2044,96,1,8
2044,97,1,6
2044,98,1,3
2044,99,1,2
2044,100,1,9
2044,0,2,58
2044,1,2,63
2044,2,2,63
2044,3,2,64
2044,4,2,66
2044,5,2,67
2044,6,2,69
2044,7,2,70
2044,8,2,73
2044,9,2,76
2044,10,2,79
2044,11,2,81
2044,12,2,84
2044,13,2,86
2044,14,2,87
2044,15,2,88
2044,16,2,90
2044,17,2,91
2044,18,2,91
2044,19,2,91
2044,20,2,91
2044,21,2,91
2044,22,2,91
2044,23,2,91
2044,24,2,91
2044,25,2,91
2044,26,2,92
2044,27,2,93
2044,28,2,93
2044,29,2,94
2044,30,2,96
2044,31,2,100
2044,32,2,114
2044,33,2,98
2044,34,2,84
2044,35,2,97
2044,36,2,98
2044,37,2,101
2044,38,2,102
2044,39,2,103
2044,40,2,106
2044,41,2,111
2044,42,2,120
2044,43,2,125
2044,44,2,148
2044,45,2,137
2044,46,2,130
2044,47,2,156
2044,48,2,156
2044,49,2,157
2044,50,2,156
2044,51,2,158
2044,52,2,154
2044,53,2,153
2044,54,2,161
2044,55,2,151
2044,56,2,165
2044,57,2,151
2044,58,2,149
2044,59,2,167
2044,60,2,179
2044,61,2,186
2044,62,2,196
2044,63,2,200
2044,64,2,198
2044,65,2,201
2044,66,2,194
2044,67,2,185
2044,68,2,198
2044,69,2,171
2044,70,2,167
2044,71,2,164
2044,72,2,163
2044,73,2,165
2044,74,2,166
2044,75,2,164
2044,76,2,160
2044,77,2,150
2044,78,2,157
2044,79,2,152
2044,80,2,149
2044,81,2,147
2044,82,2,139
2044,83,2,132
2044,84,2,125
2044,85,2,117
2044,86,2,107
2044,87,2,96
2044,88,2,91
2044,89,2,81
2044,90,2,70
2044,91,2,59
2044,92,2,51
2044,93,2,44
2044,94,2,31
2044,95,2,23
2044,96,2,16
2044,97,2,11
2044,98,2,6
2044,99,2,4
2044,100,2,13
2045,0,1,63
2045,1,1,68
2045,2,1,69
2045,3,1,69
2045,4,1,70
2045,5,1,72
2045,6,1,74
2045,7,1,76
2045,8,1,78
2045,9,1,80
2045,10,1,83
2045,11,1,86
2045,12,1,88
2045,13,1,91
2045,14,1,93
2045,15,1,94
2045,16,1,96
2045,17,1,97
2045,18,1,98
2045,19,1,98
2045,20,1,98
2045,21,1,98
2045,22,1,98
2045,23,1,99
2045,24,1,99
2045,25,1,98
2045,26,1,98
2045,27,1,99
2045,28,1,99
2045,29,1,99
2045,30,1,99
2045,31,1,101
2045,32,1,105
2045,33,1,120
2045,34,1,101
2045,35,1,88
2045,36,1,101
2045,37,1,103
2045,38,1,106
2045,39,1,106
2045,40,1,106
2045,41,1,112
2045,42,1,116
2045,43,1,125
2045,44,1,129
2045,45,1,154
2045,46,1,142
2045,47,1,133
2045,48,1,160
2045,49,1,159
2045,50,1,158
2045,51,1,157
2045,52,1,157
2045,53,1,155
2045,54,1,153
2045,55,1,160
2045,56,1,147
2045,57,1,160
2045,58,1,144
2045,59,1,138
2045,60,1,154
2045,61,1,165
2045,62,1,168
2045,63,1,176
2045,64,1,179
2045,65,1,175
2045,66,1,178
2045,67,1,171
2045,68,1,160
2045,69,1,173
2045,70,1,146
2045,71,1,142
2045,72,1,140
2045,73,1,136
2045,74,1,137
2045,75,1,137
2045,76,1,134
2045,77,1,129
2045,78,1,119
2045,79,1,122
2045,80,1,114
2045,81,1,111
2045,82,1,106
2045,83,1,98
2045,84,1,91
2045,85,1,84
2045,86,1,76
2045,87,1,67
2045,88,1,58
2045,89,1,53
2045,90,1,46
2045,91,1,37
2045,92,1,30
2045,93,1,24
2045,94,1,20
2045,95,1,13
2045,96,1,10
2045,97,1,6
2045,98,1,4
2045,99,1,2
2045,100,1,8
2045,0,2,57
2045,1,2,62
2045,2,2,63
2045,3,2,63
2045,4,2,64
2045,5,2,66
2045,6,2,67
2045,7,2,69
2045,8,2,70
2045,9,2,73
2045,10,2,76
2045,11,2,79
2045,12,2,81
2045,13,2,83
2045,14,2,85
2045,15,2,87
2045,16,2,88
2045,17,2,90
2045,18,2,91
2045,19,2,91
2045,20,2,91
2045,21,2,91
2045,22,2,91
2045,23,2,91
2045,24,2,91
2045,25,2,91
2045,26,2,92
2045,27,2,92
2045,28,2,93
2045,29,2,94
2045,30,2,94
2045,31,2,96
2045,32,2,101
2045,33,2,115
2045,34,2,99
2045,35,2,85
2045,36,2,97
2045,37,2,98
2045,38,2,101
2045,39,2,102
2045,40,2,103
2045,41,2,106
2045,42,2,111
2045,43,2,120
2045,44,2,125
2045,45,2,148
2045,46,2,137
2045,47,2,130
2045,48,2,156
2045,49,2,156
2045,50,2,157
2045,51,2,156
2045,52,2,158
2045,53,2,154
2045,54,2,153
2045,55,2,161
2045,56,2,151
2045,57,2,165
2045,58,2,151
2045,59,2,148
2045,60,2,167
2045,61,2,179
2045,62,2,185
2045,63,2,195
2045,64,2,200
2045,65,2,198
2045,66,2,200
2045,67,2,193
2045,68,2,184
2045,69,2,197
2045,70,2,170
2045,71,2,166
2045,72,2,163
2045,73,2,161
2045,74,2,163
2045,75,2,164
2045,76,2,162
2045,77,2,158
2045,78,2,147
2045,79,2,154
2045,80,2,148
2045,81,2,145
2045,82,2,143
2045,83,2,134
2045,84,2,126
2045,85,2,119
2045,86,2,111
2045,87,2,101
2045,88,2,89
2045,89,2,84
2045,90,2,74
2045,91,2,62
2045,92,2,52
2045,93,2,44
2045,94,2,37
2045,95,2,25
2045,96,2,18
2045,97,2,12
2045,98,2,8
2045,99,2,5
2045,100,2,12
2046,0,1,63
2046,1,1,68
2046,2,1,68
2046,3,1,69
2046,4,1,70
2046,5,1,71
2046,6,1,72
2046,7,1,74
2046,8,1,76
2046,9,1,78
2046,10,1,80
2046,11,1,83
2046,12,1,86
2046,13,1,88
2046,14,1,91
2046,15,1,93
2046,16,1,94
2046,17,1,96
2046,18,1,97
2046,19,1,98
2046,20,1,98
2046,21,1,98
2046,22,1,98
2046,23,1,98
2046,24,1,99
2046,25,1,98
2046,26,1,98
2046,27,1,98
2046,28,1,99
2046,29,1,99
2046,30,1,99
2046,31,1,99
2046,32,1,101
2046,33,1,105
2046,34,1,120
2046,35,1,101
2046,36,1,88
2046,37,1,101
2046,38,1,103
2046,39,1,106
2046,40,1,106
2046,41,1,106
2046,42,1,112
2046,43,1,116
2046,44,1,124
2046,45,1,129
2046,46,1,153
2046,47,1,141
2046,48,1,132
2046,49,1,159
2046,50,1,158
2046,51,1,157
2046,52,1,156
2046,53,1,157
2046,54,1,154
2046,55,1,153
2046,56,1,159
2046,57,1,146
2046,58,1,159
2046,59,1,143
2046,60,1,138
2046,61,1,153
2046,62,1,164
2046,63,1,167
2046,64,1,175
2046,65,1,178
2046,66,1,174
2046,67,1,176
2046,68,1,169
2046,69,1,159
2046,70,1,170
2046,71,1,144
2046,72,1,140
2046,73,1,137
2046,74,1,133
2046,75,1,134
2046,76,1,133
2046,77,1,129
2046,78,1,125
2046,79,1,114
2046,80,1,116
2046,81,1,109
2046,82,1,105
2046,83,1,100
2046,84,1,93
2046,85,1,85
2046,86,1,78
2046,87,1,70
2046,88,1,61
2046,89,1,52
2046,90,1,47
2046,91,1,39
2046,92,1,31
2046,93,1,25
2046,94,1,20
2046,95,1,16
2046,96,1,11
2046,97,1,7
2046,98,1,5
2046,99,1,3
2046,100,1,8
2046,0,2,57
2046,1,2,62
2046,2,2,62
2046,3,2,63
2046,4,2,63
2046,5,2,64
2046,6,2,66
2046,7,2,67
2046,8,2,69
2046,9,2,70
2046,10,2,73
2046,11,2,76
2046,12,2,79
2046,13,2,81
2046,14,2,83
2046,15,2,85
2046,16,2,87
2046,17,2,88
2046,18,2,90
2046,19,2,91
2046,20,2,91
2046,21,2,91
2046,22,2,91
2046,23,2,91
2046,24,2,91
2046,25,2,91
2046,26,2,91
2046,27,2,92
2046,28,2,93
2046,29,2,93
2046,30,2,94
2046,31,2,94
2046,32,2,97
2046,33,2,101
2046,34,2,115
2046,35,2,99
2046,36,2,85
2046,37,2,97
2046,38,2,98
2046,39,2,101
2046,40,2,102
2046,41,2,103
2046,42,2,106
2046,43,2,111
2046,44,2,120
2046,45,2,125
2046,46,2,148
2046,47,2,137
2046,48,2,130
2046,49,2,156
2046,50,2,156
2046,51,2,157
2046,52,2,156
2046,53,2,158
2046,54,2,154
2046,55,2,153
2046,56,2,161
2046,57,2,151
2046,58,2,165
2046,59,2,150
2046,60,2,148
2046,61,2,166
2046,62,2,179
2046,63,2,185
2046,64,2,195
2046,65,2,199
2046,66,2,197
2046,67,2,199
2046,68,2,192
2046,69,2,183
2046,70,2,195
2046,71,2,169
2046,72,2,164
2046,73,2,161
2046,74,2,160
2046,75,2,161
2046,76,2,162
2046,77,2,159
2046,78,2,155
2046,79,2,143
2046,80,2,150
2046,81,2,144
2046,82,2,141
2046,83,2,137
2046,84,2,129
2046,85,2,121
2046,86,2,113
2046,87,2,105
2046,88,2,94
2046,89,2,82
2046,90,2,77
2046,91,2,66
2046,92,2,55
2046,93,2,45
2046,94,2,37
2046,95,2,30
2046,96,2,20
2046,97,2,14
2046,98,2,9
2046,99,2,6
2046,100,2,12
2047,0,1,62
2047,1,1,67
2047,2,1,68
2047,3,1,68
2047,4,1,69
2047,5,1,70
2047,6,1,71
2047,7,1,72
2047,8,1,74
2047,9,1,76
2047,10,1,78
2047,11,1,80
2047,12,1,83
2047,13,1,86
2047,14,1,88
2047,15,1,91
2047,16,1,93
2047,17,1,94
2047,18,1,96
2047,19,1,97
2047,20,1,98
2047,21,1,98
2047,22,1,98
2047,23,1,98
2047,24,1,98
2047,25,1,99
2047,26,1,98
2047,27,1,98
2047,28,1,98
2047,29,1,99
2047,30,1,99
2047,31,1,99
2047,32,1,99
2047,33,1,101
2047,34,1,105
2047,35,1,119
2047,36,1,101
2047,37,1,88
2047,38,1,100
2047,39,1,103
2047,40,1,106
2047,41,1,106
2047,42,1,106
2047,43,1,111
2047,44,1,115
2047,45,1,124
2047,46,1,128
2047,47,1,153
2047,48,1,140
2047,49,1,132
2047,50,1,159
2047,51,1,157
2047,52,1,157
2047,53,1,155
2047,54,1,156
2047,55,1,153
2047,56,1,152
2047,57,1,159
2047,58,1,145
2047,59,1,158
2047,60,1,142
2047,61,1,137
2047,62,1,152
2047,63,1,163
2047,64,1,166
2047,65,1,173
2047,66,1,177
2047,67,1,172
2047,68,1,174
2047,69,1,167
2047,70,1,156
2047,71,1,168
2047,72,1,142
2047,73,1,137
2047,74,1,134
2047,75,1,129
2047,76,1,130
2047,77,1,129
2047,78,1,125
2047,79,1,120
2047,80,1,109
2047,81,1,111
2047,82,1,104
2047,83,1,100
2047,84,1,94
2047,85,1,87
2047,86,1,79
2047,87,1,72
2047,88,1,64
2047,89,1,55
2047,90,1,46
2047,91,1,41
2047,92,1,34
2047,93,1,26
2047,94,1,20
2047,95,1,16
2047,96,1,13
2047,97,1,8
2047,98,1,6
2047,99,1,3
2047,100,1,9
2047,0,2,56
2047,1,2,62
2047,2,2,62
2047,3,2,62
2047,4,2,63
2047,5,2,63
2047,6,2,64
2047,7,2,66
2047,8,2,67
2047,9,2,69
2047,10,2,70
2047,11,2,72
2047,12,2,76
2047,13,2,79
2047,14,2,81
2047,15,2,83
2047,16,2,85
2047,17,2,87
2047,18,2,88
2047,19,2,90
2047,20,2,91
2047,21,2,91
2047,22,2,91
2047,23,2,91
2047,24,2,91
2047,25,2,91
2047,26,2,92
2047,27,2,92
2047,28,2,92
2047,29,2,93
2047,30,2,94
2047,31,2,95
2047,32,2,95
2047,33,2,97
2047,34,2,101
2047,35,2,115
2047,36,2,99
2047,37,2,85
2047,38,2,97
2047,39,2,98
2047,40,2,102
2047,41,2,102
2047,42,2,103
2047,43,2,106
2047,44,2,111
2047,45,2,119
2047,46,2,125
2047,47,2,148
2047,48,2,137
2047,49,2,130
2047,50,2,156
2047,51,2,156
2047,52,2,157
2047,53,2,156
2047,54,2,158
2047,55,2,154
2047,56,2,153
2047,57,2,160
2047,58,2,150
2047,59,2,165
2047,60,2,150
2047,61,2,148
2047,62,2,166
2047,63,2,178
2047,64,2,184
2047,65,2,194
2047,66,2,198
2047,67,2,196
2047,68,2,198
2047,69,2,191
2047,70,2,181
2047,71,2,194
2047,72,2,167
2047,73,2,162
2047,74,2,159
2047,75,2,158
2047,76,2,158
2047,77,2,159
2047,78,2,156
2047,79,2,151
2047,80,2,140
2047,81,2,146
2047,82,2,139
2047,83,2,135
2047,84,2,132
2047,85,2,123
2047,86,2,114
2047,87,2,106
2047,88,2,98
2047,89,2,87
2047,90,2,75
2047,91,2,69
2047,92,2,58
2047,93,2,48
2047,94,2,38
2047,95,2,30
2047,96,2,24
2047,97,2,15
2047,98,2,11
2047,99,2,7
2047,100,2,13
2048,0,1,62
2048,1,1,67
2048,2,1,68
2048,3,1,68
2048,4,1,69
2048,5,1,69
2048,6,1,70
2048,7,1,71
2048,8,1,72
2048,9,1,74
2048,10,1,76
2048,11,1,78
2048,12,1,80
2048,13,1,83
2048,14,1,86
2048,15,1,88
2048,16,1,91
2048,17,1,93
2048,18,1,94
2048,19,1,96
2048,20,1,97
2048,21,1,98
2048,22,1,98
2048,23,1,98
2048,24,1,98
2048,25,1,98
2048,26,1,99
2048,27,1,98
2048,28,1,98
2048,29,1,98
2048,30,1,99
2048,31,1,99
2048,32,1,99
2048,33,1,99
2048,34,1,101
2048,35,1,105
2048,36,1,119
2048,37,1,101
2048,38,1,87
2048,39,1,100
2048,40,1,102
2048,41,1,106
2048,42,1,106
2048,43,1,106
2048,44,1,111
2048,45,1,115
2048,46,1,124
2048,47,1,128
2048,48,1,152
2048,49,1,140
2048,50,1,131
2048,51,1,158
2048,52,1,156
2048,53,1,156
2048,54,1,155
2048,55,1,155
2048,56,1,153
2048,57,1,151
2048,58,1,158
2048,59,1,145
2048,60,1,157
2048,61,1,142
2048,62,1,136
2048,63,1,151
2048,64,1,162
2048,65,1,165
2048,66,1,172
2048,67,1,175
2048,68,1,170
2048,69,1,172
2048,70,1,165
2048,71,1,154
2048,72,1,165
2048,73,1,139
2048,74,1,134
2048,75,1,131
2048,76,1,126
2048,77,1,126
2048,78,1,125
2048,79,1,120
2048,80,1,115
2048,81,1,104
2048,82,1,105
2048,83,1,98
2048,84,1,94
2048,85,1,88
2048,86,1,81
2048,87,1,73
2048,88,1,65
2048,89,1,57
2048,90,1,49
2048,91,1,40
2048,92,1,35
2048,93,1,28
2048,94,1,21
2048,95,1,16
2048,96,1,13
2048,97,1,10
2048,98,1,6
2048,99,1,4
2048,100,1,9
2048,0,2,56
